Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_4	cds	121520	121924	+	DALOPK_03570		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A0E1CMP8
contig_4	cds	121967	122266	+	DALOPK_03575	hdeA	Acid stress chaperone HdeA	SO:0001217, UniRef:UniRef50_W1EDG8
contig_4	cds	122283	122672	+	DALOPK_03580		Transmembrane protein	SO:0001217, UniRef:UniRef50_G9G2K2
contig_4	cds	122744	125383	+	DALOPK_03585	traC	Conjugal transfer ATP-binding protein TraC	SO:0001217, UniRef:UniRef50_A0A483G4M3
contig_4	cds	125383	125772	+	DALOPK_03590	trbI	Type-F conjugative transfer system protein TrbI	SO:0001217, UniRef:UniRef50_A0A660G2X5
contig_4	cds	125772	126398	+	DALOPK_03595	traW	TraW protein	SO:0001217, UniRef:UniRef50_Q65AH1
contig_4	cds	126440	126829	+	DALOPK_03600		DUF4381 domain-containing protein	SO:0001217, UniRef:UniRef50_D4HQL1
contig_4	cds	126826	127815	+	DALOPK_03605	traU	Conjugal transfer pilus assembly protein TraU	SO:0001217, UniRef:UniRef50_A0A377XBC4
contig_4	cds	127828	128466	+	DALOPK_03610	trbC	Type-F conjugative transfer system pilin assembly protein TrbC	SO:0001217, UniRef:UniRef50_A0A328TUH1
contig_4	cds	128525	130480	+	DALOPK_03615	traN	Type-F conjugative transfer system mating-pair stabilization protein TraN	SO:0001217, UniRef:UniRef50_A0A483K5L9
contig_4	cds	130512	130748	+	DALOPK_03620	trbE	Conjugal transfer protein TrbE	SO:0001217, UniRef:UniRef50_A0A7H4N3R5
contig_4	cds	130745	130930	+	DALOPK_03625		Succinate dehydrogenase	SO:0001217, UniRef:UniRef50_A0A483I570
contig_4	cds	130976	131302	+	DALOPK_03630		DUF2500 domain-containing protein	SO:0001217, UniRef:UniRef50_G9G2J2
contig_4	cds	131323	132075	+	DALOPK_03635	traF	Type-F conjugative transfer system pilin assembly protein TraF	SO:0001217, UniRef:UniRef50_A0A7S9DQZ0
contig_4	cds	132086	132325	+	DALOPK_03640	traQ	Conjugal transfer pilin chaperone TraQ	SO:0001217, UniRef:UniRef50_A0A485D2U1
contig_4	cds	132297	132854	+	DALOPK_03645	trbB	Type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB	SO:0001217, UniRef:UniRef50_A0A1Q6ASH6
contig_4	cds	132900	133343	+	DALOPK_03650	trbF	Conjugal transfer protein TrbF	SO:0001217, UniRef:UniRef50_A0A7D5FZA7
contig_4	cds	133333	134700	+	DALOPK_03655	traH	Conjugal transfer protein TraH	SO:0001217, UniRef:UniRef50_A0A062WMG0
contig_4	cds	134700	137549	+	DALOPK_03660		TraG-N domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7M1I3R1
contig_4	ncRNA	135419	135504	-	DALOPK_03665	AS-traG	Antisense to traG	RFAM:RF02874, SO:0000644
contig_4	cds	137546	138082	+	DALOPK_03670	traS	Conjugal transfer entry exclusion protein TraS	SO:0001217, UniRef:UniRef50_A0A7D3P619
contig_4	cds	138271	139002	+	DALOPK_03675	traT	TraT complement resistance protein	SO:0001217, UniRef:UniRef50_P13979
contig_4	cds	139193	139315	+	DALOPK_03680		hypothetical protein	
contig_4	cds	139362	141644	+	DALOPK_03685	traD	Conjugal transfer protein TraD	SO:0001217, UniRef:UniRef50_A0A331MFF0
contig_4	cds	141644	146902	+	DALOPK_03690	traI	OriT nicking and unwinding protein TraI (DNA helicase I)	SO:0001217, UniRef:UniRef50_A0A2P9E096
contig_4	cds	146983	147708	+	DALOPK_03695	traX	Type-F conjugative transfer system pilin acetylase TraX	SO:0001217, UniRef:UniRef50_A0A2X1QG02
contig_4	cds	147780	148373	+	DALOPK_03700		Fertility inhibition protein	SO:0001217, UniRef:UniRef50_A0A3P2IM00
contig_4	cds	148540	149136	+	DALOPK_03705		PIN7 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C7AUF4
contig_4	cds	149186	149407	+	DALOPK_03710		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A2W7TCE6
contig_4	cds	149463	150113	+	DALOPK_03715		DUF2726 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2Z2GWV6
contig_4	cds	150110	150418	+	DALOPK_03720		Prophage protein	SO:0001217, UniRef:UniRef50_W7NMJ6
contig_4	cds	150513	151073	+	DALOPK_03725		Phospholipase D	SO:0001217, UniRef:UniRef50_A0A663BIQ2
contig_4	cds	151209	151478	+	DALOPK_03730	copB	Protein CopB	SO:0001217, UniRef:UniRef50_A0A2S1JDS7
contig_4	ncRNA	151584	151672	-	DALOPK_03735	copA	CopA-like RNA	RFAM:RF00042, SO:0000655
contig_5	cds	1	1014	+	DALOPK_03740		Replication initiation protein	SO:0001217, UniRef:UniRef50_P13961
contig_5	cds	1338	1637	-	DALOPK_03745		hypothetical protein	
contig_5	cds	2088	2942	+	DALOPK_03750		hypothetical protein	
contig_5	cds	3169	4236	-	DALOPK_03755		hypothetical protein	PFAM:PF00672.28
contig_5	cds	4229	7234	-	DALOPK_03760		Tn3-like element Tn3 family transposase	BlastRules:WP_032495017, SO:0001217, UniRef:UniRef50_P03008
contig_5	cds	7396	7953	+	DALOPK_03765		Transposon Tn1331 resolvase	SO:0001217, UniRef:UniRef50_P21424
contig_5	cds	8136	8741	+	DALOPK_03770	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	NCBIProtein:WP_063840280.1, SO:0001217, UniRef:UniRef50_P19650
contig_5	cds	8823	9080	+	DALOPK_03775		hypothetical protein	PFAM:PF18765.4
contig_5	cds	9092	9421	+	DALOPK_03780		DDE-Tnp-IS240 domain-containing protein	SO:0001217, UniRef:UniRef50_C0WI98
contig_5	cds	9465	9773	+	DALOPK_03785		DDE-Tnp-IS240 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A365CWC7
contig_5	cds	10112	10246	-	DALOPK_03790		hypothetical protein	
contig_5	cds	11009	11875	+	DALOPK_03795		Uncharacterized protein	SO:0001217, UniRef:UniRef50_P18351
contig_5	cds	12448	13653	+	DALOPK_03800		Plasmid partition protein A	SO:0001217, UniRef:UniRef50_P07620
contig_5	cds	13653	14627	+	DALOPK_03805		Plasmid Partition par B protein	SO:0001217, UniRef:UniRef50_P07621
contig_5	cds	14709	15980	-	DALOPK_03810	umuC	Protein UmuC	SO:0001217, UniRef:UniRef50_P04152
contig_5	cds	15980	16411	-	DALOPK_03815	samA	Protein SamA	SO:0001217, UniRef:UniRef50_A0A379XIG3
contig_5	cds	16817	18304	+	DALOPK_03820		Retron-type reverse transcriptase	SO:0001217, UniRef:UniRef50_A0A2X1Q015
contig_5	cds	18456	18731	+	DALOPK_03825	tnp	IS1 family IS1X3 transposase ORF A	IS:IS1X3, SO:0001217, UniRef:UniRef50_A0A2I8SHZ5
contig_5	cds	18776	19153	+	DALOPK_03830		Transposase	SO:0001217, UniRef:UniRef50_A0A6N3QHQ2
contig_5	cds	19514	19804	-	DALOPK_03835		hypothetical protein	
contig_5	cds	20319	21287	+	DALOPK_03840		IS5 family transposase	SO:0001217, UniRef:UniRef50_A0A7T5UB26
contig_5	cds	21329	21418	-	DALOPK_03845		hypothetical protein	
contig_5	cds	21427	21813	-	DALOPK_03850	stbA	StbA	SO:0001217, UniRef:UniRef50_A0A1V2G4P2
contig_5	cds	22360	22776	+	DALOPK_03855	traK	TraK protein	SO:0001217, UniRef:UniRef50_A0A485C5B5
contig_5	cds	22778	24307	+	DALOPK_03860		type IV secretion system DNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_UPI001F38762F
contig_5	cds	24307	27549	+	DALOPK_03865		ATP-dependent RecD-like DNA helicase	SO:0001217, UniRef:UniRef50_A0A6G8F840
contig_5	cds	27549	27722	+	DALOPK_03870		hypothetical protein	
contig_5	cds	27872	28570	+	DALOPK_03875		hypothetical protein	
contig_5	cds	28602	29801	-	DALOPK_03880	tet(A)	tetracycline efflux MFS transporter Tet(A)	NCBIProtein:WP_012579085.1, SO:0001217, UniRef:UniRef50_A0A3Q8VRE3
contig_5	cds	29880	30557	+	DALOPK_03885	tetR(A)	tetracycline resistance transcriptional repressor TetR(A)	BlastRules:WP_000164043, SO:0001217, UniRef:UniRef50_P03038
contig_5	cds	30589	30831	-	DALOPK_03890		Relaxase	SO:0001217, UniRef:UniRef50_A0A2P9EC95
contig_5	cds	31100	31594	+	DALOPK_03895		Delta-FipA	SO:0001217, UniRef:UniRef50_L0R2L2
contig_5	cds	31768	32301	-	DALOPK_03900		Endonuclease	SO:0001217, UniRef:UniRef50_A0A198GLY4
contig_5	cds	32301	33296	-	DALOPK_03905		Type IV secretion system protein	SO:0001217, UniRef:UniRef50_A0A8G9M874
contig_5	cds	33338	34498	-	DALOPK_03910	traF	TraF protein	SO:0001217, UniRef:UniRef50_Q46705
contig_5	cds	34498	35382	-	DALOPK_03915	traO	TraO protein	SO:0001217, UniRef:UniRef50_Q46704
contig_5	cds	35393	36091	-	DALOPK_03920	traE	TraE protein	SO:0001217, UniRef:UniRef50_Q46703
contig_5	cds	36310	37350	-	DALOPK_03925	traD	Conjugal transfer protein TraD	SO:0001217, UniRef:UniRef50_G1CCV4
contig_5	cds	37366	37593	-	DALOPK_03930	eexN	IncN-type entry exclusion lipoprotein EexN	BlastRules:WP_000734973, SO:0001217, UniRef:UniRef50_E2EAP1
contig_5	cds	37601	38314	-	DALOPK_03935	traC	TraC	SO:0001217, UniRef:UniRef50_G1CCV6
contig_5	cds	38332	40932	-	DALOPK_03940	traB	Conjugal transfer protein TraB	SO:0001217, UniRef:UniRef50_Q0ZKR5
contig_5	cds	40932	41249	-	DALOPK_03945	traA	Conjugal transfer protein TraA	SO:0001217, UniRef:UniRef50_G1CCV8
contig_5	cds	41299	41592	-	DALOPK_03950	traM	Conjugal transfer protein TraM	SO:0001217, UniRef:UniRef50_Q46696
contig_5	cds	41602	41883	-	DALOPK_03955		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A6C7H3D7
contig_5	cds	41892	42626	-	DALOPK_03960		Conjugal transfer protein	SO:0001217, UniRef:UniRef50_F6IB97
contig_5	cds	42735	43040	+	DALOPK_03965		hypothetical protein	
contig_5	cds	43056	43400	+	DALOPK_03970		CDP-alcohol phosphatidyltransferase family protein	SO:0001217, UniRef:UniRef50_A0A2Z5VJK5
contig_5	cds	43397	43711	+	DALOPK_03975		Conjugal transfer protein	SO:0001217, UniRef:UniRef50_A0A379D0F1
contig_5	cds	43747	44058	+	DALOPK_03980		hypothetical protein	
contig_5	cds	44114	44755	+	DALOPK_03985		Restriction endonuclease	SO:0001217, UniRef:UniRef50_A0A2S1BJ74
contig_5	cds	44760	44966	+	DALOPK_03990		DNA-binding protein	SO:0001217, UniRef:UniRef50_F6IBA3
contig_5	cds	44977	45243	-	DALOPK_03995		Zn-Tnp-IS1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A348DMF8
contig_5	cds	45348	46781	+	DALOPK_04000		Type II methyltransferase M-EcoRII	SO:0001217, UniRef:UniRef50_P05101
contig_5	cds	46815	48029	-	DALOPK_04005		type II site-specific deoxyribonuclease	BlastRules:WP_143212653, SO:0001217, UniRef:UniRef50_P14633
contig_5	cds	48290	49054	-	DALOPK_04010		IS6-like element IS6100 family transposase	BlastRules:WP_001389365, SO:0001217, UniRef:UniRef50_A0A5P9CVE5
contig_5	cds	49441	49578	+	DALOPK_04015		hypothetical protein	
contig_5	cds	49561	50061	-	DALOPK_04020		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A899NBB6
contig_5	cds	50189	51028	-	DALOPK_04025	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	NCBIProtein:WP_000259031.1, SO:0001217, UniRef:UniRef50_A0A3M1L060
contig_5	cds	51133	51423	+	DALOPK_04030		hypothetical protein	PFAM:PF02954.22
contig_5	cds	51519	52163	+	DALOPK_04035	qnrB2	quinolone resistance pentapeptide repeat protein QnrB2	NCBIProtein:WP_012695489.1, SO:0001217, UniRef:UniRef50_A0A2C6DQ40
contig_5	cds	52205	52657	-	DALOPK_04040		Signal peptide protein	SO:0001217, UniRef:UniRef50_A0A071M1M7
contig_5	cds	53192	53842	+	DALOPK_04045		Dipeptide-binding protein	SO:0001217, UniRef:UniRef50_A0A4U9HZD2
contig_5	cds	53964	55505	-	DALOPK_04050		IS91 family transposase	SO:0001217, UniRef:UniRef50_A0A349X582
contig_5	cds	55910	56749	-	DALOPK_04055	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	NCBIProtein:WP_000259031.1, SO:0001217, UniRef:UniRef50_A0A3M1L060
contig_5	cds	56743	57090	-	DALOPK_04060	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NCBIProtein:WP_000679427.1, SO:0001217, UniRef:UniRef50_A0A2Z3XFM5
contig_5	cds	57274	57747	-	DALOPK_04065	dfrA25	trimethoprim-resistant dihydrofolate reductase DfrA25	NCBIProtein:WP_029391998.1, SO:0001217, UniRef:UniRef50_Q934B2
contig_5	ncRNA-region	57745	57813	-			putative aminoglycoside riboswitch / attI site	RFAM:RF02912, SO:0000035
contig_5	cds	57903	58916	+	DALOPK_04070	intI1	class 1 integron integrase IntI1	BlastRules:WP_000845054, SO:0001217, UniRef:UniRef50_A0A257FG49
contig_5	cds	59309	59788	+	DALOPK_04075		Resolvase/invertase-type recombinase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6C7H1M7
contig_5	cds	60412	61731	+	DALOPK_04080	tnp	IS1182 family ISKpn6 transposase	IS:ISKpn6, SO:0001217, UniRef:UniRef50_A0A2Z2P096
contig_5	cds	61981	62862	-	DALOPK_04085	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	NCBIProtein:WP_004199234.1, SO:0001217, UniRef:UniRef50_Q848S6
contig_5	cds	62914	63153	-	DALOPK_04090		hypothetical protein	
contig_5	cds	63150	63929	-	DALOPK_04095	istB	IS21-like element ISKpn7 family helper ATPase IstB	BlastRules:WP_004152394, SO:0001217, UniRef:UniRef50_A0A1Y0FGF8
contig_5	cds	63926	64951	-	DALOPK_04100	tnp	IS21 family ISKpn7 transposase	IS:ISKpn7, SO:0001217, UniRef:UniRef50_A0A1Y0FKH1
contig_5	cds	65058	68087	-	DALOPK_04105	tnpA	Tn3-like element Tn4401 family transposase	BlastRules:WP_004152392, SO:0001217, UniRef:UniRef50_A0A376VVM6
contig_5	cds	68197	69912	+	DALOPK_04110	tnpR	Tn3-like element Tn4401 family resolvase TnpR	BlastRules:WP_004152391, SO:0001217, UniRef:UniRef50_A0A063BFN6
contig_5	cds	70207	70362	+	DALOPK_04115		Transposase	SO:0001217, UniRef:UniRef50_H6X424
contig_5	cds	70411	71403	+	DALOPK_04120		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A0H3FIW9
contig_5	cds	71925	72407	-	DALOPK_04125	blaTEM	TEM family class A beta-lactamase	NCBIProtein:WP_000027057.1
contig_5	cds	72519	73223	-	DALOPK_04130	tnp	IS6 family IS15DIV transposase	IS:IS15DIV, SO:0001217, UniRef:UniRef50_Q573Q1
contig_5	cds	73270	74538	-	DALOPK_04135		Integrase catalytic region	SO:0001217, UniRef:UniRef50_C5TC55
contig_5	cds	74613	75320	-	DALOPK_04140		hypothetical protein	PFAM:PF00563.23
contig_5	cds	75317	75553	-	DALOPK_04145	merE	broad-spectrum mercury transporter MerE	NCBIFam:NF010310.2, SO:0001217, UniRef:UniRef50_Q935L2
contig_5	cds	75550	75912	-	DALOPK_04150	merD	mercury resistance co-regulator MerD	NCBIFam:NF033783.1, SO:0001217, UniRef:UniRef50_A0A2R3IL41
contig_5	cds	75930	77624	-	DALOPK_04155	merA	mercury(II) reductase	NCBIFam:TIGR02053.1, SO:0001217, UniRef:UniRef50_P00392
contig_5	cds	77676	78098	-	DALOPK_04160	merC	organomercurial transporter MerC	NCBIProtein:AAC33908.1, SO:0001217, UniRef:UniRef50_A0A0A1H6J0
contig_5	cds	78260	78637	-	DALOPK_04165		Transposase	SO:0001217, UniRef:UniRef50_A0A6N3QHQ2
contig_5	cds	78682	78957	-	DALOPK_04170	tnp	IS1 family ISKpn14 transposase ORF A	IS:ISKpn14, SO:0001217, UniRef:UniRef50_A0A2I8SHZ5
contig_5	cds	78991	79701	-	DALOPK_04175	recF	DNA replication and repair protein RecF	SO:0001217, UniRef:UniRef50_A0A6G7ICR3
contig_5	cds	79775	80176	-	DALOPK_04180	vapC	Ribonuclease VapC	SO:0001217, UniRef:UniRef50_A0A833V3M6
contig_5	cds	80188	80418	-	DALOPK_04185		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_Q0H049
contig_5	cds	81006	81224	+	DALOPK_04190		hypothetical protein	PFAM:PF07362.15
contig_5	cds	81226	81531	+	DALOPK_04195	ccdB	Toxin CcdB	SO:0001217, UniRef:UniRef50_A0A0J5FXM9
contig_5	cds	81577	82722	+	DALOPK_04200		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1G4DF59
contig_5	cds	82717	82860	-	DALOPK_04205		hypothetical protein	
contig_5	cds	82920	83714	+	DALOPK_04210	resD	Resolvase ResD	SO:0001217, UniRef:UniRef50_A0A2P9E5F7
contig_5	cds	83801	83998	-	DALOPK_04215		hypothetical protein	
contig_5	cds	84170	84472	-	DALOPK_04220		Par-like protein	SO:0001217, UniRef:UniRef50_S1PMW8
contig_5	cds	84469	85095	-	DALOPK_04225	parA	ParA family plasmid-partitioning AAA ATPase	BlastRules:WP_010260829, SO:0001217, UniRef:UniRef50_A0A1T4UUQ7
contig_5	cds	85728	86603	-	DALOPK_04230	repB	RepB family plasmid replication initiator protein	SO:0001217, UniRef:UniRef50_A0A1I3SCP3
contig_5	cds	87015	88286	-	DALOPK_04235	umuC	Protein UmuC	SO:0001217, UniRef:UniRef50_P04152
contig_5	cds	88286	88717	-	DALOPK_04240	samA	Protein SamA	SO:0001217, UniRef:UniRef50_A0A379XIG3
contig_5	cds	88952	89923	+	DALOPK_04245	stbA	StbA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7I7AGK1
contig_5	cds	89926	90597	+	DALOPK_04250		Mediator of plasmid stability	SO:0001217, UniRef:UniRef50_A0A3G4RIK5
contig_5	cds	90660	90890	+	DALOPK_04255		DUF2892 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q8YLE1
contig_5	cds	91327	92028	+	DALOPK_04260	yubD	Putative methylase YubD	SO:0001217, UniRef:UniRef50_Q9S4X2
contig_5	cds	92028	92249	+	DALOPK_04265		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_A0A093DB27
contig_5	cds	92259	92678	+	DALOPK_04270		DUF1380 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2X3IUI6
contig_5	cds	92732	93499	+	DALOPK_04275		Inner membrane protein	SO:0001217, UniRef:UniRef50_F1C5P6
contig_5	cds	94132	94560	+	DALOPK_04280		Antirestriction protein	SO:0001217, UniRef:UniRef50_A0A069FPX5
contig_5	cds	94603	95109	+	DALOPK_04285	ardA	Antirestriction protein ArdA	SO:0001217, UniRef:UniRef50_A0A663AP84
contig_5	cds	95152	95343	+	DALOPK_04290		Plasmid protein	SO:0001217, UniRef:UniRef50_Q1A2M1
contig_5	cds	95531	95785	+	DALOPK_04295		DNA polymerase III subunit theta	SO:0001217, UniRef:UniRef50_W9BAL1
contig_5	cds	95820	96137	+	DALOPK_04300		Transporter	SO:0001217, UniRef:UniRef50_A0A7H4N997
contig_5	cds	96933	97475	+	DALOPK_04305		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A4V3UXC0
contig_5	cds	97524	97772	+	DALOPK_04310		DUF905 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2N0VUA9
contig_5	cds	97842	99899	+	DALOPK_04315		ParB/RepB/Spo0J family partition protein	SO:0001217, UniRef:UniRef50_A0A0H2W0J9
contig_5	cds	99944	100375	+	DALOPK_04320	psiB	Protein PsiB	SO:0001217, UniRef:UniRef50_P10032
contig_5	cds	100372	101100	+	DALOPK_04325		Plasmid SOS inhibition protein A	SO:0001217, UniRef:UniRef50_A0A0J1M3S7
contig_5	cds	101097	101423	+	DALOPK_04330		Theronine dehydrogenase	SO:0001217, UniRef:UniRef50_A0A0C7AUG8
contig_5	cds	101479	101853	+	DALOPK_04335		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A078JZ49
contig_5	ncRNA	101912	102086	+	DALOPK_04340	sok	sok antitoxin (CssrC)	RFAM:RF01794, SO:0000655
contig_5	cds	102057	102578	+	DALOPK_04345	tnp	IS3 family ISKpn8 transposase ORF A	IS:ISKpn8, SO:0001217, UniRef:UniRef50_F5NU29
contig_5	cds	102575	103426	+	DALOPK_04350	tnp	IS3 family ISKpn8 transposase ORF B	IS:ISKpn8, SO:0001217, UniRef:UniRef50_K0PYB1
contig_5	cds	103527	103685	+	DALOPK_04355		Type I toxin-antitoxin system Hok family toxin	SO:0001217, UniRef:UniRef50_A0A7G5F650
contig_5	cds	103987	104217	-	DALOPK_04360		hypothetical protein	
contig_5	cds	104384	104656	+	DALOPK_04365		TAXi-C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0E1CMP9
contig_5	cds	104653	105003	+	DALOPK_04370		hypothetical protein	
contig_5	cds	105018	105335	+	DALOPK_04375		DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A1Q8YUK3
contig_5	cds	106175	106531	+	DALOPK_04380		Dopa decarboxylase protein remnant	SO:0001217, UniRef:UniRef50_S5N495
contig_5	cds	106592	106804	+	DALOPK_04385		hypothetical protein	
contig_5	cds	106815	107039	+	DALOPK_04390		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A377YU09
contig_5	cds	107120	107440	+	DALOPK_04395		Type II toxin-antitoxin system RelE/ParE family toxin	SO:0001217, UniRef:UniRef50_A0A7I6U733
contig_5	cds	107430	107708	+	DALOPK_04400		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C7AUS1
contig_5	cds	107709	108122	+	DALOPK_04405		Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_G9G282
contig_5	cds	108840	109220	+	DALOPK_04410		hypothetical protein	
contig_5	cds	109287	109634	+	DALOPK_04415		DUF559 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U4T8H9
contig_5	cds	109729	109875	+	DALOPK_04420		Succinate dehydrogenase flavoprotein subunit	SO:0001217, UniRef:UniRef50_J6IMA8
contig_5	cds	109926	110759	+	DALOPK_04425		N6-Mtase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C7AUH5
contig_5	cds	110586	110966	-	DALOPK_04430		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A078K4K2
contig_5	cds	111576	112397	+	DALOPK_04435		DUF945 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E4GNX1
contig_5	cds	112397	112759	+	DALOPK_04440		FYR N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0E1CN52
contig_5	cds	112792	113277	-	DALOPK_04445		SLT domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4V7SNL5
contig_5	cds	113701	114084	+	DALOPK_04450	traM	Relaxosome protein TraM	SO:0001217, UniRef:UniRef50_A0A2P9E0A8
contig_5	ncRNA	114213	114290	-	DALOPK_04455	finP	FinP	RFAM:RF00107, SO:0000655
contig_5	cds	114284	115000	+	DALOPK_04460	traJ	Conjugal transfer transcriptional regulator TraJ	SO:0001217, UniRef:UniRef50_A0A2S1FVE4
contig_5	cds	115404	115772	+	DALOPK_04465		Pilin	SO:0001217, UniRef:UniRef50_P04737
contig_5	cds	115786	116091	+	DALOPK_04470	traL	Protein TraL	SO:0001217, UniRef:UniRef50_A0A2A7U827
contig_5	cds	116111	116677	+	DALOPK_04475	traE	Protein TraE	SO:0001217, UniRef:UniRef50_P08322
contig_5	cds	116664	117404	+	DALOPK_04480	traK	TraK protein	SO:0001217, UniRef:UniRef50_A0A8H9E1S4
contig_5	cds	117404	118828	+	DALOPK_04485	traB	Conjugal transfer protein TraB	SO:0001217, UniRef:UniRef50_A0A7M1HZG2
contig_5	cds	118821	119417	+	DALOPK_04490	traP	Conjugal transfer protein TraP	SO:0001217, UniRef:UniRef50_A0A8A6WLW4
contig_5	cds	119452	120024	+	DALOPK_04495	traV	TraV protein	SO:0001217, UniRef:UniRef50_Q65AH6
contig_5	cds	120917	121135	+	DALOPK_04500		hypothetical protein	
contig_5	cds	121136	121453	+	DALOPK_04505		Group-specific protein	SO:0001217, UniRef:UniRef50_U9YTM4
contig_5	cds	121520	121924	+	DALOPK_04510		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A0E1CMP8
contig_5	cds	121967	122266	+	DALOPK_04515	hdeA	Acid stress chaperone HdeA	SO:0001217, UniRef:UniRef50_W1EDG8
contig_5	cds	122283	122672	+	DALOPK_04520		Transmembrane protein	SO:0001217, UniRef:UniRef50_G9G2K2
contig_5	cds	122744	125383	+	DALOPK_04525	traC	Conjugal transfer ATP-binding protein TraC	SO:0001217, UniRef:UniRef50_A0A483G4M3
contig_5	cds	125383	125772	+	DALOPK_04530	trbI	Type-F conjugative transfer system protein TrbI	SO:0001217, UniRef:UniRef50_A0A660G2X5
